1	0.541987	-3.181565	0.512990
2	0.542190	-3.181052	0.499359
3	0.542478	-3.180553	-0.070290
4	0.542512	-3.180623	0.563559
5	0.542799	-3.180059	0.169772
6	0.542973	-3.179890	0.013354
7	0.542933	-3.179876	0.312088
8	0.542707	-3.179564	0.210298
9	0.542582	-3.179354	-0.182449
10	0.542555	-3.179536	-0.416223
11	0.542572	-3.179953	0.159811
12	0.542304	-3.179793	0.514826
13	0.541967	-3.179278	0.311693
14	0.541906	-3.178966	0.430072
15	0.541764	-3.178536	0.095085
16	0.541896	-3.178441	-0.002033
17	0.541952	-3.178443	0.444224
18	0.541899	-3.177999	0.488534
19	0.541726	-3.177510	-0.033719
20	0.541731	-3.177544	-0.239110
21	0.541842	-3.177783	-0.030299
22	0.542089	-3.177813	-0.206325
23	0.542458	-3.178020	-0.161828
24	0.542874	-3.178182	-0.491767
25	0.543220	-3.178673	0.359267
26	0.543272	-3.178314	0.569215
27	0.543484	-3.177745	0.413298
28	0.543767	-3.177332	0.407135
29	0.544153	-3.176924	-0.195048
30	0.544359	-3.177120	-0.161809
31	0.544441	-3.177281	-0.358739
32	0.544476	-3.177640	-0.260260
33	0.544681	-3.177900	0.116199
34	0.544602	-3.177784	-0.031847
35	0.544342	-3.177816	0.066410
36	0.544133	-3.177750	-0.041103
37	0.543869	-3.177791	0.368685
38	0.543809	-3.177422	0.209650
39	0.543861	-3.177212	0.068711
40	0.543925	-3.177144	-0.487513
41	0.543934	-3.177631	0.208214
42	0.543890	-3.177423	-0.265705
43	0.544085	-3.177689	-0.373294
44	0.544011	-3.178062	-0.099059
45	0.544041	-3.178161	-0.517423
46	0.544121	-3.178678	-0.024150
47	0.543971	-3.178703	-0.196271
48	0.543874	-3.178899	0.404002
49	0.543972	-3.178495	0.313206
50	0.543901	-3.178182	0.027535
51	0.543800	-3.178154	-0.350780
52	0.543923	-3.178505	-0.259682
53	0.544183	-3.178765	-0.108456
54	0.544293	-3.178873	-0.273090
55	0.544386	-3.179146	-0.372558
56	0.544258	-3.179519	-0.225480
57	0.544208	-3.179744	-0.262209
58	0.544345	-3.180006	-0.227354
59	0.544492	-3.180234	0.049116
60	0.544365	-3.180185	0.156723
61	0.544156	-3.180028	0.026796
62	0.544081	-3.180001	0.048710
63	0.543945	-3.179952	-0.027087
64	0.543931	-3.179979	0.175412
65	0.544069	-3.179804	-0.021818
66	0.544269	-3.179826	0.377988
67	0.544368	-3.179448	-0.118443
