1	0.000010	0.010000
2	0.000040	0.020000
3	0.000090	0.030000
4	0.000160	0.040000
5	0.000250	0.050000
6	0.000360	0.060000
7	0.000490	0.070000
8	0.000640	0.080000
9	0.000810	0.090000
10	0.001000	0.100000
11	0.001210	0.110000
12	0.001440	0.120000
13	0.001690	0.130000
14	0.001960	0.140000
15	0.002250	0.150000
16	0.002560	0.160000
17	0.002890	0.170000
18	0.003240	0.180000
19	0.003610	0.190000
20	0.004000	0.200000
21	0.004410	0.210000
22	0.004840	0.220000
23	0.005290	0.230000
24	0.005760	0.240000
25	0.006250	0.250000
26	0.006760	0.260000
27	0.007290	0.270000
28	0.007840	0.280000
29	0.008410	0.290000
30	0.009000	-0.132183
31	0.008746	-0.122183
32	0.008511	-0.112183
33	0.008297	-0.102183
34	0.008103	-0.092183
35	0.007928	-0.082183
36	0.007774	-0.072183
37	0.007639	-0.062183
38	0.007525	-0.052183
39	0.007431	-0.042183
40	0.007356	-0.032183
41	0.007302	-0.022183
42	0.007268	-0.012183
43	0.007253	-0.002183
44	0.007259	0.007817
45	0.007285	0.017817
46	0.007330	0.027817
47	0.007396	0.037817
48	0.007481	0.047817
49	0.007587	0.057817
50	0.007713	0.067817
51	0.007858	0.077817
52	0.008024	0.087817
53	0.008210	0.097817
54	0.008415	0.107817
55	0.008641	0.117817
56	0.008887	0.127817
57	0.009152	0.137817
58	0.009438	0.147817
59	0.009743	0.157817
60	0.010069	0.269020
61	0.010617	0.279020
62	0.011185	0.289020
63	0.011773	0.299020
64	0.012381	0.309020
65	0.013009	0.319020
66	0.013657	0.329020
67	0.014325	0.339020
68	0.015013	0.349020
69	0.015721	0.359020
70	0.016449	0.369020
71	0.017197	0.379020
72	0.017966	0.389020
73	0.018754	0.399020
74	0.019562	0.409020
75	0.020390	0.419020
76	0.021238	0.429020
77	0.022106	0.439020
78	0.022994	0.449020
79	0.023902	0.459020
80	0.024830	0.469020
81	0.025778	0.479020
82	0.026746	0.489020
83	0.027734	0.499020
84	0.028742	0.509020
85	0.029770	0.519020
86	0.030818	0.529020
87	0.031886	0.539020
88	0.032974	0.549020
89	0.034082	0.559020
90	0.035210	0.421942
91	0.036064	0.431942
92	0.036938	0.441942
93	0.037832	0.451942
94	0.038746	0.461942
95	0.039680	0.471942
96	0.040634	0.481942
97	0.041607	0.491942
98	0.042601	0.501942
99	0.043615	0.511942
100	0.044649	0.521942
101	0.045703	0.531942
102	0.046777	0.541942
103	0.047871	0.551942
104	0.048985	0.561942
105	0.050118	0.571942
106	0.051272	0.581942
107	0.052446	0.591942
108	0.053640	0.601942
109	0.054854	0.611942
110	0.056088	0.621942
111	0.057342	0.631942
112	0.058616	0.641942
113	0.059910	0.651942
114	0.061223	0.661942
115	0.062557	0.671942
116	0.063911	0.681942
117	0.065285	0.691942
118	0.066679	0.701942
119	0.068093	0.711942
120	0.069527	0.460330
121	0.070457	0.470330
122	0.071408	0.480330
123	0.072379	0.490330
124	0.073369	0.500330
125	0.074380	0.510330
126	0.075411	0.520330
127	0.076461	0.530330
128	0.077532	0.540330
129	0.078623	0.550330
130	0.079733	0.560330
131	0.080864	0.570330
132	0.082015	0.580330
133	0.083185	0.590330
134	0.084376	0.600330
135	0.085587	0.610330
136	0.086817	0.620330
137	0.088068	0.630330
138	0.089339	0.640330
139	0.090629	0.650330
140	0.091940	0.660330
141	0.093271	0.670330
142	0.094621	0.680330
143	0.095992	0.690330
144	0.097383	0.700330
145	0.098793	0.710330
146	0.100224	0.720330
147	0.101675	0.730330
148	0.103145	0.740330
149	0.104636	0.750330
150	0.106147	-0.049187
151	0.106058	-0.039187
152	0.105990	-0.029187
153	0.105941	-0.019187
154	0.105913	-0.009187
155	0.105905	0.000813
