1	0.000000	0.000125
2	0.000000	0.000250
3	0.000001	0.000375
4	0.000002	0.000500
5	0.000003	0.000625
6	0.000004	0.000750
7	0.000006	0.000875
8	0.000008	0.001000
9	0.000010	0.001125
10	0.000013	0.001250
11	0.000015	0.001375
12	0.000018	0.001500
13	0.000021	0.001625
14	0.000024	0.001750
15	0.000028	0.001875
16	0.000032	0.002000
17	0.000036	0.002125
18	0.000041	0.002250
19	0.000045	0.002375
20	0.000050	0.002500
21	0.000055	0.002625
22	0.000061	0.002750
23	0.000066	0.002875
24	0.000072	0.003000
25	0.000078	0.003125
26	0.000085	0.003250
27	0.000091	0.003375
28	0.000098	0.003500
29	0.000105	0.003625
30	0.000113	-0.113536
31	-0.000114	-0.113411
32	-0.000341	-0.113286
33	-0.000568	-0.113161
34	-0.000794	-0.113036
35	-0.001020	-0.112911
36	-0.001245	-0.112786
37	-0.001471	-0.112661
38	-0.001696	-0.112536
39	-0.001921	-0.112411
40	-0.002146	-0.112286
41	-0.002370	-0.112161
42	-0.002594	-0.112036
43	-0.002818	-0.111911
44	-0.003042	-0.111786
45	-0.003265	-0.111661
46	-0.003489	-0.111536
47	-0.003712	-0.111411
48	-0.003934	-0.111286
49	-0.004157	-0.111161
50	-0.004379	-0.111036
51	-0.004601	-0.110911
52	-0.004823	-0.110786
53	-0.005044	-0.110661
54	-0.005265	-0.110536
55	-0.005486	-0.110411
56	-0.005707	-0.110286
57	-0.005927	-0.110161
58	-0.006148	-0.110036
59	-0.006367	-0.109911
60	-0.006587	-0.127915
61	-0.006843	-0.127790
62	-0.007098	-0.127665
63	-0.007354	-0.127540
64	-0.007608	-0.127415
65	-0.007863	-0.127290
66	-0.008118	-0.127165
67	-0.008372	-0.127040
68	-0.008626	-0.126915
69	-0.008879	-0.126790
70	-0.009133	-0.126665
71	-0.009386	-0.126540
72	-0.009639	-0.126415
73	-0.009892	-0.126290
74	-0.010144	-0.126165
75	-0.010396	-0.126040
76	-0.010648	-0.125915
77	-0.010900	-0.125790
78	-0.011152	-0.125665
79	-0.011403	-0.125540
80	-0.011654	-0.125415
81	-0.011904	-0.125290
82	-0.012155	-0.125165
83	-0.012405	-0.125040
84	-0.012655	-0.124915
85	-0.012905	-0.124790
86	-0.013154	-0.124665
87	-0.013403	-0.124540
88	-0.013652	-0.124415
89	-0.013901	-0.124290
90	-0.014150	-0.167506
91	-0.014484	-0.167381
92	-0.014819	-0.167256
93	-0.015153	-0.167131
94	-0.015488	-0.167006
95	-0.015821	-0.166881
96	-0.016155	-0.166756
97	-0.016489	-0.166631
98	-0.016822	-0.166506
99	-0.017155	-0.166381
100	-0.017487	-0.166256
101	-0.017820	-0.166131
102	-0.018152	-0.166006
103	-0.018484	-0.165881
104	-0.018815	-0.165756
105	-0.019147	-0.165631
106	-0.019478	-0.165506
107	-0.019809	-0.165381
108	-0.020139	-0.165256
109	-0.020470	-0.165131
110	-0.020800	-0.165006
111	-0.021130	-0.164881
112	-0.021459	-0.164756
113	-0.021789	-0.164631
114	-0.022118	-0.164506
115	-0.022447	-0.164381
